t,value
1663361920,37298312
1663361921,37499768
1663361922,37592216
1663361923,37696656
1663361924,37797840
1663361925,42052920
1663361926,46982936
1663361927,54967896
1663361928,60834224
1663361929,66365936
1663361930,73187736
1663361931,76068904
1663361932,75738640
1663361933,76321360
1663361934,76387656
1663361935,76435592
1663361936,76466880
1663361937,79677304
1663361938,81853528
1663361939,82444264
1663361940,82630728
1663361941,84617768
1663361942,84673720
1663361943,84619256
1663361944,87232096
1663361945,89636496
1663361946,89669408
1663361947,90520904
1663361948,90909688
1663361949,90318936
1663361950,90222352
