t,value
1663366596,37411984
1663366597,37608752
1663366598,37716496
1663366599,37834040
1663366600,46164904
1663366601,59202976
1663366602,71269408
1663366603,76332040
1663366604,76713536
1663366605,85005128
1663366606,85884216
1663366607,87375544
1663366608,87940320
1663366609,87869640
1663366610,89561592
1663366611,91354848
1663366612,92520376
1663366613,93885296
1663366614,94879576
1663366615,95765056
1663366616,96223048
1663366617,96347064
1663366618,97935112
1663366619,98363016
1663366619,98755144
