t,count
1663429924,0
1663429925,0
1663429926,0
1663429927,0
1663429928,0
1663429929,0
1663429930,0
1663429931,0
1663429932,5171267491
1663429933,5171267491
1663429934,8462886185
1663429935,8462886185
1663429936,11445541338
1663429937,11445541338
1663429938,11445541338
1663429939,11445541338
1663429940,15135751760
1663429941,15135751760
1663429942,18996360501
1663429943,20428718573
1663429944,21280970554
1663429945,22040348570
1663429946,22040348570
1663429947,22548748315
1663429948,25392640410
1663429949,27088655876
