t,count
1663364889,0
1663364890,0
1663364891,0
1663364892,0
1663364893,0
1663364894,0
1663364895,0
1663364896,2729662054
1663364897,4959558849
1663364898,4959558849
1663364899,8359249199
1663364900,8508508236
1663364901,10823795412
1663364902,11998709357
1663364903,11998709357
1663364904,13024499751
1663364905,15775246212
1663364906,15775246212
1663364907,15775246212
1663364908,19635280197
1663364909,20119147864
1663364910,20575488173
1663364911,20575488173
1663364912,20575488173
1663364913,23510205494
1663364914,26159667954
