t,count
1663355126,0
1663355127,0
1663355128,0
1663355129,0
1663355130,0
1663355131,0
1663355132,0
1663355133,0
1663355134,0
1663355135,3980225857
1663355136,3980225857
1663355137,3980225857
1663355138,3980225857
1663355139,6030219206
1663355140,6100365809
1663355141,7899230903
1663355142,7899230903
1663355143,7899230903
1663355144,7899230903
1663355145,7899230903
1663355146,9808461109
1663355147,9808461109
1663355148,9808461109
1663355149,12106114481
1663355150,12277930804
1663355151,12392677416
1663355152,12545089755
1663355153,12545089755
1663355154,12545089755
1663355155,14155411380
1663355156,15638945421
