t,count
1663361958,0
1663361959,0
1663361960,0
1663361961,0
1663361962,0
1663361963,0
1663361964,0
1663361965,0
1663361966,0
1663361967,0
1663361968,0
1663361969,0
1663361970,4111048951
1663361971,4111048951
1663361972,4111048951
1663361973,4111048951
1663361974,6435519526
1663361975,6435519526
1663361976,6435519526
1663361977,6435519526
1663361978,8507408556
1663361979,8507408556
1663361980,8540557595
1663361981,8540557595
1663361982,8540557595
1663361983,8540557595
1663361984,8540557595
1663361985,8540557595
1663361986,10746535872
1663361987,10785031371
1663361988,10785031371
1663361988,12355510857
