t,value
1663360388,37416760
1663360389,37600632
1663360390,37725648
1663360391,37819672
1663360392,37850456
1663360393,37921536
1663360394,41617328
1663360395,47077600
1663360396,56368472
1663360397,62512424
1663360398,70727072
1663360399,75835784
1663360400,76327520
1663360401,76762112
1663360402,76776248
1663360403,79549016
1663360404,84467960
1663360405,84788400
1663360406,84903008
1663360407,85679168
1663360408,85882456
1663360409,87064048
1663360410,87223208
1663360411,87414944
1663360412,87478824
1663360413,86719464
1663360414,86734792
1663360415,88501264
1663360416,90197520
1663360417,91045832
1663360418,91225248
1663360419,92272704
1663360420,92549112
1663360421,93254688
1663360422,93719528
1663360423,93883712
1663360424,94292400
1663360425,95244576
1663360426,96094072
1663360427,96103752
1663360428,95487480
1663360429,95496656
1663360430,96435384
1663360431,96467632
1663360432,97046384
1663360433,97516928
1663360434,97575608
1663360435,97956568
