t,value
1663368321,37277256
1663368322,37493704
1663368323,37594352
1663368324,37694880
1663368325,40184088
1663368326,52888008
1663368327,66427008
1663368328,76522408
1663368329,76969496
1663368330,77146720
1663368331,77192080
1663368332,77272216
1663368333,77400536
1663368334,77444176
1663368335,77514264
1663368336,77566744
1663368337,77621776
1663368338,77332296
1663368340,80511288
1663368340,83488552
1663368341,85658736
1663368342,88236928
1663368343,89058848
1663368344,90273672
1663368345,94187888
1663368346,95153944
1663368347,95639384
