t,value
1663371623,37355048
1663371624,37562896
1663371625,37672520
1663371626,37783712
1663371627,40657816
1663371629,47100792
1663371629,58038344
1663371630,66509872
1663371631,74579904
1663371632,75911328
1663371633,76684952
1663371634,76942688
1663371635,77070008
1663371636,77187296
1663371637,80354672
1663371638,82758576
1663371639,82969536
1663371640,83474896
1663371641,85053680
1663371642,85180184
1663371643,85211672
1663371644,90408912
1663371645,90338088
1663371646,90621896
1663371647,90742240
1663371648,91119832
1663371649,91371120
