t,value
1663353755,37467080
1663353756,37638872
1663353757,37772648
1663353758,37873072
1663353759,37967552
1663353760,40297640
1663353761,44652032
1663353762,47724584
1663353763,56339112
1663353764,60898408
1663353765,63754968
1663353766,71614392
1663353767,75742144
1663353768,76466648
1663353769,76499280
1663353770,76583496
1663353771,76870976
1663353772,76930712
1663353773,79373736
1663353774,81083120
1663353775,82363816
1663353776,83674576
1663353777,84470120
1663353778,84531344
1663353779,89048064
1663353780,89961984
1663353781,90307488
1663353782,90342944
