t,value
1663363683,37291880
1663363684,37477160
1663363685,37523448
1663363686,37648144
1663363687,37753008
1663363688,37845464
1663363689,37884072
1663363690,37985440
1663363691,37994704
1663363692,38023480
1663363693,47826192
1663363694,61287672
1663363695,75112432
1663363696,79560752
1663363697,82507280
1663363698,83256944
1663363699,82933536
1663363700,82993696
1663363701,83045048
1663363702,83045048
1663363703,83047592
1663363704,83084072
1663363705,83149224
1663363706,83157928
1663363707,87097144
