t,value
1663352924,37315184
1663352925,37547712
1663352926,37620648
1663352927,37721328
1663352928,37787160
1663352929,38801856
1663352930,42169616
1663352931,45098024
1663352932,48515744
1663352933,55334912
1663352934,59292264
1663352935,62318760
1663352936,69810064
1663352937,74880408
1663352938,75652680
1663352939,76184560
1663352940,76440184
1663352941,77010176
1663352942,81213032
1663352943,84084024
1663352944,83972000
1663352945,84532328
1663352946,85559592
1663352947,86671080
1663352948,86814712
1663352949,86674616
1663352950,86844032
1663352951,86928112
1663352952,86940808
1663352953,88832704
1663352954,90890584
1663352955,90965080
1663352956,91009616
1663352957,91587752
1663352958,92147136
1663352959,92382848
1663352960,92834184
1663352961,92918032
1663352962,93605000
1663352963,94756104
1663352964,95596136
1663352965,94976760
1663352966,95021112
1663352967,95796048
1663352968,96051800
1663352969,96080880
1663352970,97056656
1663352971,97061504
1663352972,97208880
1663352972,97232024
