t,value
1663353595,37388168
1663353596,37600872
1663353597,37695896
1663353598,37742176
1663353599,37830304
1663353600,37921056
1663353601,37936536
1663353602,37990816
1663353603,38029640
1663353604,38044056
1663353605,38061960
1663353606,38076912
1663353607,38143928
1663353608,38149944
1663353609,38160568
1663353610,38189800
1663353611,38375640
1663353612,38410072
1663353613,38415144
1663353614,38430616
1663353615,38436272
1663353616,38451176
1663353617,38581608
1663353618,38636312
1663353619,38655088
1663353620,38663192
1663353621,38676792
1663353622,38710240
1663353623,38714416
1663353624,38717664
1663353625,38738976
1663353626,38741344
1663353627,38762520
1663353628,38766488
1663353629,39378232
1663353630,47163656
1663353631,47229936
1663353632,47912648
