t,value
1663381931,37571504
1663381932,37740144
1663381933,37886480
1663381934,37975760
1663381935,48109768
1663381936,62435144
1663381937,74412864
1663381938,77230912
1663381939,78063760
1663381940,79230080
1663381941,86591320
1663381942,86117024
1663381943,87471768
1663381944,88978840
1663381945,89063392
1663381946,88783376
1663381947,88805416
1663381948,89397704
1663381949,92411360
1663381950,92512096
1663381951,93763672
1663381952,94409544
1663381953,95257152
1663381954,96478352
1663381955,96386680
1663381956,97672448
1663381957,97848280
1663381958,98772720
1663381959,99009600
1663381960,99019672
1663381961,100155520
1663381962,100274000
1663381963,101104000
1663381964,101959520
1663381965,102059488
1663381965,102122496
