t,value
1663375839,37373440
1663375840,37547400
1663375841,37697624
1663375842,37774968
1663375843,47175896
1663375844,60242040
1663375845,71444376
1663375846,76172176
1663375847,76413608
1663375848,76717720
1663375849,76746960
1663375850,77140976
1663375851,84650104
1663375852,84907488
1663375853,84839864
1663375854,84941704
1663375855,85048224
1663375856,87439320
1663375857,87544944
1663375858,87586624
1663375859,87596096
1663375860,87647496
1663375861,87652128
1663375862,87652128
1663375863,87507832
1663375864,90635832
1663375865,90665296
1663375866,90691312
1663375867,90714976
1663375868,91237192
1663375869,91759504
1663375870,91767928
1663375871,91778224
1663375872,91802168
1663375873,92491472
1663375874,92386672
1663375875,92815728
1663375876,92840864
1663375877,92847640
1663375878,92878432
1663375879,92905952
1663375880,93545664
1663375881,93650688
1663375882,95940176
1663375883,95840152
1663375884,96657048
1663375885,96671192
1663375886,96693056
1663375887,96784536
1663375888,96789896
1663375889,97942000
1663375890,98044072
1663375891,98051304
1663375892,97924616
1663375893,97764968
1663375894,97758312
1663375895,97780904
1663375896,97803504
1663375897,97819056
1663375898,98208456
1663375899,98439168
1663375900,98774320
1663375901,98830552
1663375902,98832216
1663375903,98858392
1663375904,98985160
1663375905,99150488
