t,value
1663353217,37435088
1663353218,37614360
1663353219,37717784
1663353220,37795528
1663353221,37891320
1663353222,41376632
1663353223,44854624
1663353224,48233928
1663353225,57367848
1663353226,61107392
1663353227,66625680
1663353228,73036664
1663353229,76127840
1663353230,76576712
1663353231,76613936
1663353232,76848864
1663353233,79335648
1663353234,80274744
1663353235,80630048
1663353236,80667040
1663353237,80632392
1663353238,82980528
1663353239,84346704
1663353240,85440832
1663353241,85926160
1663353242,86695840
1663353243,86731680
1663353244,87927312
1663353245,88423032
1663353246,88873712
1663353247,89297184
1663353248,89347328
1663353249,90465896
1663353250,90935952
