t,value
1663436869,114948080
1663436870,117632808
1663436871,119430584
1663436872,123912936
1663436873,82250384
1663436874,200266928
1663436875,148101728
1663436876,489911024
1663436877,486677256
1663436878,600717888
1663436879,564652976
1663436880,472350200
1663436881,564225168
1663436882,206176136
1663436883,357947376
1663436884,1881006400
1663436885,2177339240
1663436886,368326352
1663436887,473371264
1663436888,697273936
1663436889,895577408
1663436890,1174309632
1663436891,2502302888
1663436892,2282544296
1663436893,2491732552
1663436894,2550653616
