t,value
1663368386,95990808
1663368387,98675488
1663368388,100473264
1663368389,101376256
1663368390,149609160
1663368391,64057920
1663368392,143634984
1663368393,231426192
1663368394,159725816
1663368395,270742696
1663368396,92894472
1663368397,482663136
1663368398,486320448
1663368399,258931696
1663368400,430637872
1663368401,440539568
1663368402,459249216
1663368403,708774352
1663368404,454608880
1663368405,622054872
1663368406,806147656
1663368407,852621704
1663368408,905718360
1663368409,943633576
1663368410,699742720
1663368411,590154704
1663368411,1020497752
