t,value
1663352531,96127912
1663352532,98812680
1663352533,100610456
1663352534,101513448
1663352535,103303016
1663352536,108671944
1663352537,87144888
1663352538,109345568
1663352539,172740928
1663352540,255057952
1663352541,161970968
1663352542,311746088
1663352543,313930096
1663352544,315387240
1663352545,319486664
1663352546,320943576
1663352547,322400488
1663352548,323857432
1663352549,325314344
1663352550,326042816
1663352551,327499728
1663352552,328956640
1663352553,106622840
1663352554,111442008
1663352555,113522256
1663352556,117741792
1663352557,119540720
1663352558,167782600
1663352559,256750112
1663352560,224122488
1663352561,147477216
1663352562,254361288
1663352563,296138520
1663352564,317101000
1663352565,343109008
1663352566,126185896
1663352567,158502432
1663352568,358380144
1663352569,309190872
1663352569,323214536
