t,value
1663355201,114250920
1663355202,116935648
1663355203,118733424
1663355204,119636416
1663355205,83262392
1663355206,194001448
1663355207,276657696
1663355208,151741024
1663355209,110524384
1663355210,106596320
1663355211,256097776
1663355212,171534312
1663355213,224383896
1663355214,340726280
1663355215,248891304
1663355216,217799456
1663355217,226174272
1663355218,235842320
1663355219,237278928
1663355220,207065656
1663355221,196076536
1663355222,212233200
1663355223,361245272
1663355224,261182576
1663355225,374179696
1663355226,428765128
1663355227,448294072
1663355228,139655824
1663355229,384020832
1663355230,307510568
1663355231,362035608
1663355232,315984856
1663355232,437278272
