t,value
1663371085,116039648
1663371086,118732512
1663371087,120530288
1663371088,121433280
1663371089,93162352
1663371090,125976288
1663371091,209752576
1663371092,162282288
1663371093,250589912
1663371094,394165208
1663371095,399128184
1663371096,463565816
1663371097,475992232
1663371098,861780904
1663371099,882336480
1663371100,883671392
1663371101,314166120
1663371102,213413128
1663371103,652023744
1663371104,474419544
1663371105,1009816488
1663371106,1036329088
1663371107,1100506200
1663371108,291519288
1663371109,315894072
1663371110,271455496
1663371111,503041584
1663371112,506923384
