t,value
1663431632,97604240
1663431633,100288976
1663431634,102086752
1663431635,136008976
1663431636,106326640
1663431637,232691456
1663431638,264375224
1663431639,594608128
1663431640,539988704
1663431641,127954984
1663431642,225417096
1663431643,531069400
1663431644,613044232
1663431645,275386544
1663431646,238097760
1663431647,873968784
1663431648,911078040
1663431649,922720128
1663431650,924202200
1663431651,1237896224
1663431652,966417696
1663431653,511044040
1663431654,619828760
1663431655,1902953192
1663431656,1512529896
1663431658,271223928
1663431658,488989440
1663431659,647383008
1663431660,1835314160
1663431661,973500280
1663431662,1430118360
1663431663,1431513936
1663431664,1432893120
1663431665,2170152416
1663431666,1614250680
1663431667,1837957056
1663431668,327251136
1663431669,1899434872
1663431670,2090312808
