t,value
1663434298,114298856
1663434299,116983560
1663434300,118781336
1663434301,119684328
1663434302,150662944
1663434303,263852392
1663434304,219780040
1663434305,353168680
1663434306,896802416
1663434307,421993904
1663434308,811749400
1663434309,147410640
1663434310,1224530512
1663434311,442693512
1663434312,1058721152
1663434313,1740292976
1663434314,1715939072
1663434315,1778921392
1663434316,1780347896
1663434317,1781774376
1663434318,1809242248
1663434319,1621801936
1663434320,2037768872
1663434321,1944874416
1663434322,1000176864
1663434323,1255313336
1663434324,1525077776
1663434325,2558188736
1663434326,832909136
1663434327,1065474888
1663434328,1378564096
1663434329,1379968376
1663434330,1381381280
1663434331,1961305672
1663434332,1114195832
1663434333,2145660648
1663434334,2328127152
1663434335,502002032
1663434336,1568719400
1663434337,1979961112
1663434338,2385829288
1663434339,669462936
