t,value
1663361148,50053912
1663361149,52800232
1663361150,54295120
1663361151,55773592
1663361152,62073936
1663361153,77876424
1663361154,160566776
1663361155,178296264
1663361156,104277848
1663361157,139798288
1663361158,141206832
1663361159,142623456
1663361160,168496904
1663361161,97977280
1663361162,120407456
1663361163,292966096
1663361164,277395688
1663361165,350818576
1663361166,352108312
1663361167,355944560
1663361168,357234296
1663361169,370251000
1663361170,233129056
1663361171,234451272
1663361172,252303688
1663361173,280105376
1663361174,297570520
1663361175,308692616
1663361176,267021128
1663361176,282416872
