t,value
1663375658,97565648
1663375659,100250352
1663375660,102048128
1663375661,102951120
1663375662,95825488
1663375663,147097032
1663375664,305002416
1663375665,536983200
1663375666,209207224
1663375667,632464600
1663375668,127068056
1663375669,111945984
1663375670,160336192
1663375671,218819296
1663375672,394746552
1663375673,114103792
1663375674,1278273616
1663375675,1075988208
1663375676,703489400
1663375677,719740968
1663375678,721203440
1663375679,722585624
1663375680,725114040
1663375681,392615688
1663375682,478589168
1663375683,546563856
1663375684,1280227800
1663375685,1228494256
1663375686,1268633600
1663375687,605989656
1663375688,1130063600
1663375689,1132837696
1663375690,1366558960
1663375691,1522535648
1663375692,251144160
1663375693,277647736
1663375694,959727264
1663375695,1106442912
1663375696,1110848016
1663375697,1112306464
1663375698,432918080
1663375699,465445800
1663375700,1563863320
1663375701,555650560
1663375702,553956904
1663375703,558203568
1663375704,1575819336
1663375705,314011760
