t,value
1663354908,113877448
1663354909,116562152
1663354910,118359928
1663354911,119262920
1663354912,88426592
1663354913,149532912
1663354914,245582912
1663354915,127647888
1663354916,204076360
1663354917,167284208
1663354918,153098376
1663354919,213458264
1663354920,192854200
1663354921,161177640
1663354922,264435304
1663354923,377164792
1663354924,160558440
1663354925,343845560
1663354926,295169592
1663354927,313318576
1663354928,314735208
1663354929,342787848
1663354930,268637536
1663354931,216493472
1663354932,240288536
1663354933,227210168
1663354934,267714568
1663354935,250288696
1663354936,518189368
1663354937,474671224
1663354938,509572520
1663354939,565862416
1663354940,308496968
1663354941,389702880
1663354942,391116064
1663354943,415858448
1663354944,417352856
1663354945,429200816
1663354946,403865056
1663354947,508948952
1663354948,401049144
1663354949,351594792
1663354949,558183472
