t,count
1663352982,0
1663352983,0
1663352984,0
1663352985,0
1663352986,0
1663352987,0
1663352988,0
1663352989,0
1663352990,0
1663352991,0
1663352992,0
1663352993,0
1663352994,0
1663352995,0
1663352996,0
1663352997,3856038516
1663352998,3856038516
1663352999,3856038516
1663353000,3856038516
1663353001,3856038516
1663353002,3856038516
1663353003,5735231672
1663353004,5735231672
1663353005,5735231672
1663353006,5735231672
1663353007,7210710380
1663353008,7210710380
1663353009,7210710380
1663353010,7210710380
1663353011,7210710380
1663353012,7210710380
1663353013,7210710380
1663353014,7210710380
1663353015,9120253290
1663353016,9120253290
1663353017,9120253290
1663353018,9120253290
1663353019,11346728312
1663353020,11431046084
1663353021,11514060045
1663353022,11592733406
1663353023,11866937965
1663353024,11866937965
1663353025,11866937965
1663353026,11866937965
1663353027,11866937965
1663353028,13393239474
1663353029,13400609910
1663353030,13400609910
1663353031,14788246277
