t,count
1663422983,0
1663422984,0
1663422985,0
1663422986,0
1663422987,0
1663422988,0
1663422989,0
1663422990,0
1663422991,6254810489
1663422992,6520479852
1663422993,6520479852
1663422994,11132979339
1663422995,11132979339
1663422996,11132979339
1663422997,11132979339
1663422998,11132979339
1663422999,16576968985
1663423000,16576968985
1663423001,21877172891
1663423002,22386284523
1663423003,23265367085
1663423004,23379913877
1663423005,23379913877
1663423006,24059296972
1663423007,26792857248
