t,count
1663416569,0
1663416570,0
1663416571,0
1663416572,0
1663416573,0
1663416574,0
1663416575,0
1663416576,0
1663416577,0
1663416578,3498352629
1663416579,3498352629
1663416580,3498352629
1663416581,5273548826
1663416582,5309648842
1663416583,5309648842
1663416584,7183242050
1663416585,7183242050
1663416586,7183242050
1663416587,7183242050
1663416588,7183242050
1663416589,7183242050
1663416590,9103629609
1663416591,10593007876
1663416592,10694050914
1663416593,10954269756
1663416594,11054085221
1663416595,11054085221
1663416596,11054085221
1663416597,12174852657
1663416598,12184735316
1663416599,13519667927
1663416599,13519667927
