t,count
1663366363,0
1663366364,0
1663366365,0
1663366366,0
1663366367,0
1663366368,0
1663366369,0
1663366370,0
1663366371,0
1663366372,7017519874
1663366373,7017519874
1663366374,12180216977
1663366375,12241517041
1663366376,12241517041
1663366377,12241517041
1663366378,18201654690
1663366379,18201654690
1663366380,19515474824
1663366381,19515474824
1663366382,25036017465
1663366383,25036017465
1663366384,25036017465
1663366385,25036017465
1663366386,31252146050
1663366387,31998444728
1663366388,33039827544
1663366389,33743186618
1663366390,33743186618
1663366391,34743857014
1663366392,34743857014
1663366393,34743857014
1663366394,39395538625
1663366395,39428424313
1663366396,44045822863
1663366396,44063750158
