t,count
1663361452,0
1663361453,0
1663361454,0
1663361455,0
1663361456,0
1663361457,0
1663361458,0
1663361459,0
1663361460,0
1663361461,0
1663361462,0
1663361463,0
1663361464,4059492265
1663361465,4059492265
1663361466,4059492265
1663361467,4059492265
1663361468,4059492265
1663361469,6563143999
1663361470,6563143999
1663361471,6563143999
1663361472,6563143999
1663361473,6563143999
1663361474,6563143999
1663361475,6563143999
1663361476,8656536926
1663361477,8656536926
1663361478,8656536926
1663361479,8656536926
1663361480,11216454258
1663361481,11291460140
1663361482,11540649564
1663361483,11687428917
1663361484,11687428917
1663361485,11687428917
1663361486,11687428917
1663361487,11687428917
1663361488,13477259844
