t,count
1663360388,0
1663360389,0
1663360390,0
1663360391,0
1663360392,0
1663360393,0
1663360394,0
1663360395,0
1663360396,0
1663360397,0
1663360398,0
1663360399,0
1663360400,0
1663360401,0
1663360402,3905613443
1663360403,3905613443
1663360404,3905613443
1663360405,3905613443
1663360406,5843654543
1663360407,5882497688
1663360408,5882497688
1663360409,5882497688
1663360410,5882497688
1663360411,5882497688
1663360412,8002677945
1663360413,8002677945
1663360414,8002677945
1663360415,8002677945
1663360416,8002677945
1663360417,8002677945
1663360418,8002677945
1663360419,10006395986
1663360420,10006395986
1663360421,10006395986
1663360422,12299327970
1663360423,12371528684
1663360424,12663657846
1663360425,12868007368
1663360426,13084633714
1663360427,13084633714
1663360428,13084633714
1663360429,13084633714
1663360430,14491282410
1663360431,14491282410
1663360432,16221721905
1663360433,16229196348
1663360434,16229196348
1663360435,17760440022
1663360435,17772287470
