t,value
1663426086,99118664
1663426087,101811504
1663426088,103609280
1663426089,104512272
1663426090,64257064
1663426091,172081176
1663426092,126776040
1663426093,197200392
1663426094,104124608
1663426095,427697360
1663426096,615204840
1663426097,741413920
1663426098,419360688
1663426099,616291912
1663426100,190243168
1663426101,1573850288
1663426102,1117368240
1663426103,1259443904
1663426104,1748541848
1663426105,450334232
1663426106,1844067776
1663426107,1277394480
1663426108,702433400
1663426109,1415594896
1663426109,1537934256
