t,value
1663368708,96558288
1663368709,99243016
1663368710,101040792
1663368711,101943784
1663368712,143033056
1663368713,89046744
1663368714,171365656
1663368715,264552528
1663368716,276148880
1663368717,564631472
1663368718,660708720
1663368719,844039816
1663368720,130988920
1663368721,1057370416
1663368722,495480520
1663368723,311645416
1663368724,651005376
1663368725,714876544
1663368726,880833056
1663368727,1083456896
1663368728,287238088
1663368729,288660232
1663368730,290066376
1663368731,294810480
1663368732,425001072
1663368733,366713480
1663368734,779378368
1663368735,773446016
1663368736,343304024
1663368737,677937264
1663368738,1058346728
1663368739,722931816
1663368740,1147991064
1663368741,1182953032
1663368742,202874312
1663368743,281535240
1663368744,342252304
1663368745,343684840
1663368746,345082000
1663368747,1128186432
1663368748,662522456
1663368749,599306544
1663368750,822121240
1663368751,1133122736
1663368752,592191088
1663368753,280190048
1663368753,285339784
