t,value
1663360445,97558976
1663360446,100243736
1663360447,102041512
1663360448,102944504
1663360449,111132904
1663360450,87658592
1663360451,85039424
1663360452,145244640
1663360453,187260240
1663360454,285497112
1663360455,151025504
1663360456,272992776
1663360457,339712168
1663360458,505329080
1663360459,95815152
1663360460,203940816
1663360461,719694488
1663360462,159408552
1663360463,381450456
1663360464,487726536
1663360465,678889968
1663360466,518009480
1663360467,460218568
1663360468,476140088
1663360469,477559776
1663360470,478979736
1663360471,582111120
1663360472,262510616
1663360473,153363152
1663360474,374747320
1663360475,377571784
1663360476,313766024
1663360477,304899360
1663360478,759452376
1663360479,825117176
1663360480,166612048
1663360481,243700248
1663360482,291555528
1663360483,323672864
1663360484,325106768
1663360485,367330440
1663360486,368755552
1663360487,223415600
1663360488,342067160
1663360489,214391256
1663360490,239701264
1663360491,351025728
1663360492,522984472
1663360492,526301992
