t,value
1663356500,115426864
1663356501,118111568
1663356502,119909344
1663356503,120812336
1663356504,134787056
1663356505,174596480
1663356506,320319160
1663356507,112319696
1663356508,266243840
1663356509,194252440
1663356510,160082288
1663356511,158932160
1663356512,373230696
1663356513,385905120
1663356514,172659568
1663356515,288695624
1663356516,291159600
1663356517,361079472
1663356518,423526080
1663356519,260366744
1663356520,289872400
1663356521,317261088
1663356522,317117064
1663356522,289597456
