t,value
1663432984,96991776
1663432985,99676456
1663432986,101474232
1663432987,138975768
1663432988,121168912
1663432989,253186664
1663432990,483993368
1663432991,361209936
1663432992,279895232
1663432993,472131656
1663432994,693188168
1663432995,677213704
1663432996,841171584
1663432997,532932768
1663432998,357120800
1663432999,661086216
1663433000,113613640
1663433001,1474779976
1663433002,1201574056
1663433003,990484024
1663433004,190047632
1663433005,1641099120
1663433006,1240117624
1663433007,851193480
1663433008,1718443064
1663433009,1769766024
1663433010,1183509928
1663433011,682377400
1663433012,1811278224
1663433013,377418472
1663433014,731707904
1663433015,736882912
1663433016,983361312
1663433017,1233596512
1663433018,1235013688
1663433019,1237074488
1663433020,1238494832
1663433021,1932329176
1663433022,1276715320
1663433023,2574922080
1663433024,1399323632
1663433025,1787376008
