t,value
1663422188,116843704
1663422189,119528408
1663422190,121326184
1663422191,122229176
1663422192,138873952
1663422193,178313384
1663422194,120969040
1663422196,112504608
1663422196,509606976
1663422197,705022680
1663422198,846918544
1663422199,1444306304
1663422200,1771155184
1663422201,915361800
1663422202,992767384
1663422203,379801680
1663422204,785883920
1663422205,1665005696
1663422206,1635959576
1663422207,1265339544
1663422208,1413525416
1663422209,1500994784
1663422210,1862135408
1663422211,255769864
1663422212,898250984
1663422213,1529768528
1663422214,637214472
1663422215,1221410088
1663422216,1485523016
