t,value
1663423014,116327184
1663423015,119011888
1663423016,120809664
1663423017,126222424
1663423018,110969264
1663423019,213032048
1663423020,197191120
1663423021,363047296
1663423022,915119048
1663423023,954201288
1663423024,980563736
1663423025,1102202656
1663423026,109727280
1663423027,1178490328
1663423028,1724467624
1663423029,551497920
1663423030,845677896
1663423031,1371363760
1663423032,915075376
1663423033,1455703336
1663423034,1592993768
1663423035,1697900976
1663423036,1890704704
1663423037,1915863296
1663423038,1068807064
1663423038,1733293048
