t,value
1663416331,97849848
1663416332,100534552
1663416333,102332328
1663416334,103235320
1663416335,138939872
1663416336,105319160
1663416337,204291968
1663416338,246205600
1663416339,605485872
1663416340,711941032
1663416341,365266872
1663416342,564838592
1663416343,678832488
1663416344,121253416
1663416345,762459976
1663416346,804842152
1663416347,946578696
1663416348,824051880
1663416349,326698392
1663416350,441392232
1663416351,1232444304
1663416352,654852176
1663416353,120100944
1663416354,1274946024
1663416355,697339432
1663416356,154870592
1663416357,911851264
1663416358,913255080
1663416359,979862632
1663416360,1633162712
1663416361,1200491736
1663416362,1012092728
1663416363,741160224
1663416364,429245896
1663416365,1272796776
1663416366,1020706136
1663416367,711223192
1663416368,430781440
1663416369,1687833760
1663416370,815592424
1663416371,1271856848
1663416372,1313785784
1663416373,778397584
1663416374,470057656
1663416375,1902940848
1663416376,1617983272
1663416377,606963824
1663416378,1308996696
1663416379,2010984064
1663416380,565078360
1663416381,734384808
1663416382,958417800
1663416383,1418213976
1663416384,1513557456
1663416385,1516600384
1663416386,1518032928
1663416387,1519391216
1663416388,1520823824
1663416389,1598479256
1663416390,1599837576
1663416391,1601270184
1663416392,1602702728
1663416393,1604061016
1663416394,1605493600
1663416395,1234702032
1663416396,1118367856
1663416397,999454072
1663416398,859296264
1663416399,1497566864
1663416400,1954020016
1663416401,1458364864
1663416402,1313836128
1663416403,1169709816
1663416404,1042412464
1663416405,1916789552
1663416406,793797752
1663416406,953043664
