t,value
1663362690,115661456
1663362691,118354296
1663362692,120152072
1663362693,121055064
1663362694,119732048
1663362695,127704200
1663362696,238286144
1663362697,246829448
1663362698,325184224
1663362699,700170152
1663362700,726073736
1663362701,181729376
1663362702,449433256
1663362703,254001648
1663362704,312659752
1663362705,754333216
1663362706,785297696
1663362707,322821696
1663362708,332716024
1663362709,354539000
1663362710,533108752
1663362711,407761024
1663362712,394804816
1663362713,700587936
1663362714,762321728
1663362715,461189640
1663362716,506744904
1663362717,559208648
1663362718,674642424
1663362719,749035496
1663362720,750447296
1663362721,762796984
1663362722,390335432
1663362723,548640256
1663362724,392796872
1663362725,550105824
1663362726,556140296
1663362727,585232736
