t,value
1663357604,114745376
1663357605,117430104
1663357606,119227880
1663357607,126843288
1663357608,107717648
1663357609,215370624
1663357610,163076888
1663357611,301442808
1663357612,212675488
1663357613,111706784
1663357614,342323928
1663357615,412883664
1663357616,255489456
1663357617,325179800
1663357618,340916088
1663357619,342341136
1663357620,364758840
1663357621,202143072
1663357622,493495784
1663357623,543915448
1663357624,422372792
1663357625,583813616
1663357626,453602000
1663357627,619002960
1663357628,592683424
1663357629,630414856
1663357630,711656584
1663357631,396801008
1663357632,401073408
1663357633,402482824
1663357634,379408912
1663357635,690998016
1663357636,340635784
1663357636,471773088
