t,value
1663375488,97577272
1663375489,100261952
1663375490,102059728
1663375491,102962720
1663375492,62651880
1663375493,177944632
1663375494,143016232
1663375495,299438904
1663375496,229242632
1663375497,462914176
1663375498,219731072
1663375499,314770872
1663375500,332479976
1663375501,252650704
1663375502,290004648
1663375503,291595888
1663375504,690295968
1663375505,714174960
1663375506,260675584
1663375507,315807488
1663375508,775797800
1663375509,899364696
1663375510,994881560
1663375511,996216040
1663375512,1043148088
1663375513,1121637104
1663375514,970917016
1663375515,1438804080
1663375516,1379200024
1663375516,1518168320
