t,value
1663421721,4490000000
1663421722,4530000000
1663421723,4560000000
1663421724,5170000000
1663421725,7900000000
1663421726,10850000000
1663421727,13220000000
1663421728,16660000000
1663421729,19480000000
1663421730,19500000000
1663421731,19520000000
1663421732,19590000000
1663421733,20200000000
1663421734,23400000000
1663421735,26450000000
1663421736,29660000000
1663421737,30860000000
1663421738,30910000000
1663421739,30930000000
1663421740,32160000000
1663421741,35340000000
1663421742,38590000000
1663421743,40980000000
1663421744,44000000000
1663421745,45410000000
