t,value
1663365699,4560000000
1663365700,4610000000
1663365701,4650000000
1663365702,4680000000
1663365703,7550000000
1663365704,10070000000
1663365705,12180000000
1663365706,15310000000
1663365707,17780000000
1663365708,19250000000
1663365709,20990000000
1663365710,22650000000
1663365711,25630000000
1663365712,27670000000
1663365713,28070000000
1663365714,29700000000
1663365715,30570000000
1663365716,32630000000
1663365717,35580000000
1663365718,37520000000
1663365719,40560000000
1663365719,40770000000
