t,value
1663366797,4420000000
1663366798,4470000000
1663366799,4520000000
1663366800,4590000000
1663366801,6230000000
1663366802,8140000000
1663366803,10130000000
1663366804,12570000000
1663366805,16190000000
1663366806,17690000000
1663366807,20500000000
1663366808,24290000000
1663366809,26050000000
1663366810,28370000000
1663366811,32260000000
1663366812,34370000000
1663366813,35430000000
1663366814,36890000000
1663366815,40120000000
1663366816,43580000000
1663366817,47150000000
1663366818,48360000000
1663366819,52140000000
1663366820,55820000000
1663366821,58560000000
1663366822,60680000000
1663366823,62080000000
1663366824,62080000000
1663366825,63020000000
1663366826,66520000000
1663366827,70280000000
1663366828,73570000000
1663366829,76710000000
