t,value
1663362172,4590000000
1663362173,4640000000
1663362174,4690000000
1663362175,4730000000
1663362176,4820000000
1663362177,6160000000
1663362178,7440000000
1663362179,8540000000
1663362180,9720000000
1663362181,10930000000
1663362182,12690000000
1663362183,13780000000
1663362184,13980000000
1663362185,14850000000
1663362186,16180000000
1663362187,17500000000
1663362188,18220000000
1663362189,18710000000
1663362190,19030000000
1663362191,19880000000
1663362192,20680000000
1663362193,21070000000
