t,value
1663358265,4500000000
1663358266,4560000000
1663358267,4600000000
1663358268,4640000000
1663358269,7310000000
1663358270,8870000000
1663358271,11440000000
1663358272,14590000000
1663358273,15530000000
1663358274,18550000000
1663358275,19860000000
1663358276,22980000000
1663358277,23600000000
1663358278,24230000000
1663358279,27890000000
1663358280,31170000000
1663358281,34950000000
1663358282,37080000000
1663358283,39440000000
1663358284,40860000000
1663358285,40950000000
1663358286,42940000000
1663358287,46210000000
1663358287,46280000000
