t,value
1663431183,5060000000
1663431184,5120000000
1663431185,5170000000
1663431186,5510000000
1663431187,7390000000
1663431188,9290000000
1663431189,11770000000
1663431190,15640000000
1663431191,17770000000
1663431192,19920000000
1663431193,21390000000
1663431194,23310000000
1663431195,26990000000
1663431196,30710000000
1663431197,31020000000
1663431198,31110000000
1663431199,31150000000
1663431200,33230000000
1663431201,37150000000
1663431202,40590000000
1663431203,44250000000
1663431204,45970000000
