t,value
1663432204,4610000000
1663432205,4660000000
1663432206,4700000000
1663432207,4750000000
1663432208,6370000000
1663432209,8310000000
1663432210,10890000000
1663432211,12590000000
1663432212,13230000000
1663432213,15110000000
1663432214,16770000000
1663432215,18050000000
1663432216,19480000000
1663432217,20190000000
1663432218,20360000000
1663432219,20380000000
1663432220,22020000000
1663432221,23660000000
1663432222,24390000000
1663432223,26230000000
1663432224,27000000000
1663432225,28360000000
1663432226,28700000000
1663432227,28720000000
1663432228,29910000000
1663432229,30980000000
1663432230,31990000000
1663432230,32600000000
