t,value
1663353217,4600000000
1663353218,4640000000
1663353219,4680000000
1663353220,4740000000
1663353221,4770000000
1663353222,5330000000
1663353223,6460000000
1663353224,7650000000
1663353225,8690000000
1663353226,9770000000
1663353227,10930000000
1663353228,11500000000
1663353229,12360000000
1663353230,13140000000
1663353231,13190000000
1663353232,13240000000
1663353233,14190000000
1663353234,15220000000
1663353235,16080000000
1663353236,16320000000
1663353237,16370000000
1663353238,17220000000
1663353239,18240000000
1663353240,19150000000
1663353241,19920000000
1663353242,20590000000
1663353243,21770000000
1663353244,22530000000
1663353245,22910000000
1663353246,23840000000
1663353247,24240000000
1663353248,24290000000
1663353249,25270000000
1663353250,25900000000
