t,value
1663367825,5010000000
1663367826,5070000000
1663367827,5100000000
1663367828,5170000000
1663367829,5900000000
1663367830,8250000000
1663367831,10440000000
1663367832,11990000000
1663367833,13680000000
1663367834,14380000000
1663367835,15100000000
1663367836,16880000000
1663367837,17740000000
1663367838,19120000000
1663367839,19910000000
1663367840,19980000000
1663367841,20920000000
1663367842,22390000000
1663367843,23200000000
1663367844,24990000000
1663367845,26290000000
1663367846,27320000000
1663367847,27380000000
1663367848,27840000000
1663367849,29000000000
1663367850,29520000000
1663367850,29540000000
