t,value
1663351858,4800000000
1663351859,4850000000
1663351860,4870000000
1663351861,4910000000
1663351862,4940000000
1663351863,5810000000
1663351864,7060000000
1663351865,8160000000
1663351866,9250000000
1663351867,10430000000
1663351868,11430000000
1663351869,12590000000
1663351870,14040000000
1663351871,15100000000
1663351872,15120000000
1663351873,15170000000
1663351874,15210000000
1663351875,15220000000
1663351876,15420000000
1663351877,15480000000
1663351878,15490000000
1663351879,15500000000
1663351880,15620000000
1663351881,15630000000
1663351882,15680000000
1663351883,15700000000
1663351884,15710000000
1663351885,15720000000
1663351886,15730000000
1663351887,17310000000
1663351888,19410000000
1663351889,20740000000
1663351890,21600000000
1663351891,22240000000
1663351892,22300000000
1663351893,22510000000
1663351894,23770000000
1663351895,24550000000
1663351896,25080000000
