t,value
1663360194,4760000000
1663360195,4820000000
1663360196,4850000000
1663360197,4900000000
1663360198,5250000000
1663360199,6280000000
1663360200,7250000000
1663360201,8440000000
1663360202,9780000000
1663360203,11270000000
1663360204,12600000000
1663360205,13000000000
1663360206,13060000000
1663360207,14460000000
1663360208,15800000000
1663360209,17000000000
1663360210,17240000000
1663360211,18120000000
1663360212,19520000000
1663360213,19970000000
1663360214,19990000000
1663360215,20350000000
1663360216,21730000000
1663360217,22810000000
1663360218,23900000000
1663360219,25050000000
1663360220,26310000000
1663360221,27110000000
1663360222,28050000000
1663360223,28640000000
1663360224,29080000000
1663360225,29120000000
1663360226,29140000000
1663360227,29970000000
1663360228,31380000000
1663360229,32180000000
1663360230,33030000000
