t,value
1663427700,37202016
1663427701,37377432
1663427702,37469912
1663427703,39007432
1663427704,50085648
1663427705,63603288
1663427706,74877456
1663427707,75997488
1663427708,76342560
1663427709,76831544
1663427710,82243704
1663427711,82265680
1663427712,82793680
1663427713,83790688
1663427714,83907384
1663427715,84591712
1663427716,84916232
1663427717,85028344
1663427718,85039216
1663427719,85089856
1663427720,89935696
1663427721,90019976
1663427722,90909336
1663427723,91617448
1663427724,91646992
1663427725,91940560
