t,value
1663369122,37196440
1663369123,37393960
1663369124,37488752
1663369125,37576912
1663369126,39921304
1663369127,47329608
1663369128,56662288
1663369129,62453456
1663369130,72732256
1663369131,76051832
1663369132,76267168
1663369133,76739960
1663369134,80700848
1663369135,80856928
1663369136,80890424
1663369137,80930920
1663369138,81498256
1663369139,81509256
1663369140,81517576
1663369141,81576832
1663369142,83226408
1663369144,84513952
1663369144,84521920
1663369145,85411840
1663369146,86305856
1663369147,86328096
1663369148,86459904
1663369150,86280800
1663369150,88492840
1663369151,90517656
1663369152,90327960
1663369153,91498792
1663369154,91529368
1663369155,91773160
1663369156,92558432
1663369157,92574016
1663369158,92967136
1663369159,93122760
