t,value
1663360388,37249648
1663360388,37439512
1663360389,37569136
1663360390,37665592
1663360391,37735872
1663360392,37802464
1663360393,40095176
1663360394,44621496
1663360395,47953608
1663360396,56529080
1663360397,62063320
1663360398,68312296
1663360399,76244816
1663360400,77025376
1663360401,77535968
1663360402,78748864
1663360403,83880920
1663360404,85396904
1663360405,85044608
1663360406,86220800
1663360407,86222528
1663360408,87773528
1663360409,87920512
1663360410,87729408
1663360411,87761520
1663360412,87808520
1663360413,87838200
1663360414,89374536
1663360416,90315064
1663360416,90386968
1663360417,91340016
1663360418,91873272
1663360419,92565592
1663360420,93165240
1663360421,93936968
1663360422,94688672
1663360423,95270456
1663360424,96018920
1663360425,95554824
1663360426,95572472
1663360427,95779160
1663360428,95799064
1663360430,96781256
1663360430,97093104
1663360431,97134672
1663360433,97836408
1663360433,97879856
1663360434,98147280
1663360435,98276624
