t,value
1663368419,37466424
1663368420,37664784
1663368421,37774792
1663368422,37884088
1663368423,46069568
1663368424,57606024
1663368425,66631248
1663368426,75764072
1663368427,76548192
1663368428,76827736
1663368429,83051480
1663368430,85013688
1663368431,85488944
1663368432,86701064
1663368433,87107472
1663368434,87220464
1663368435,87304480
1663368436,90623944
1663368437,90891816
1663368438,92362520
1663368439,92222824
1663368440,93748656
1663368441,95057240
1663368442,96045888
1663368443,97355136
1663368444,96313496
1663368445,96314832
1663368446,96646032
1663368446,97014768
