t,value
1663363000,37509944
1663363001,37678856
1663363002,37781768
1663363003,37842232
1663363004,40548688
1663363005,55008248
1663363006,66555368
1663363007,72583624
1663363008,75633040
1663363009,76307560
1663363010,78061304
1663363011,83918544
1663363012,84536944
1663363013,85342592
1663363014,86305352
1663363015,86835968
1663363016,86960704
1663363017,87020512
1663363018,90085400
1663363019,91378520
1663363020,92038880
1663363021,92601144
1663363022,93892064
1663363023,94201536
1663363024,95016128
1663363025,94949432
1663363026,95897808
1663363027,96488328
1663363028,97052568
1663363028,97282248
