t,value
1663436013,37429192
1663436014,37609296
1663436015,37739264
1663436016,38458136
1663436017,47991104
1663436018,61817328
1663436019,73244936
1663436020,76147680
1663436021,76736984
1663436022,85031752
1663436023,85527264
1663436024,87914184
1663436025,88164664
1663436026,88074088
1663436027,88148464
1663436028,89759016
1663436029,91259808
1663436030,92655088
1663436031,93513952
1663436032,95748032
1663436033,95822760
1663436034,97730216
1663436035,98234360
1663436036,99081048
1663436037,99185064
1663436038,100435024
1663436039,100858336
1663436039,101133696
