t,value
1663353259,37253032
1663353260,37441248
1663353261,37568984
1663353262,37635472
1663353263,37715456
1663353264,40056216
1663353265,43138896
1663353266,47262240
1663353267,53137488
1663353268,59437456
1663353269,62869480
1663353270,69013704
1663353271,73564800
1663353272,76816704
1663353273,76613464
1663353274,76658352
1663353275,77401920
1663353276,80071552
1663353277,80771936
1663353278,81045664
1663353279,80663232
1663353280,80701408
1663353281,82950336
1663353282,84207960
1663353283,85233968
1663353284,85635808
1663353285,86117496
1663353286,86375536
1663353287,87379840
1663353288,88434280
1663353289,88410168
1663353290,88962544
1663353291,89590856
1663353292,89690216
1663353293,90738976
1663353294,91260904
1663353294,91364456
