t,value
1663376799,37496144
1663376800,37673520
1663376801,37817544
1663376802,37892288
1663376803,47780792
1663376804,60519456
1663376805,72354664
1663376806,76187280
1663376807,76365328
1663376808,76962392
1663376809,80336752
1663376810,80601008
1663376811,80731112
1663376812,80987552
1663376813,81012256
1663376814,81024360
1663376815,83595936
1663376816,83927656
1663376817,84177104
1663376818,85779800
1663376819,86045328
1663376820,85794688
1663376821,86927472
1663376822,88767152
1663376823,89281592
1663376824,89809176
1663376825,89813272
1663376826,89825112
1663376827,90648296
1663376828,90730280
1663376829,91316528
