t,value
1663430326,37432104
1663430327,37640360
1663430328,37755168
1663430329,37835544
1663430330,47561816
1663430331,60375464
1663430332,71857320
1663430333,75674968
1663430334,76329160
1663430335,84365080
1663430336,85291488
1663430337,86463432
1663430338,88125360
1663430339,87791120
1663430340,87997536
1663430341,91580456
1663430342,92334568
1663430343,93510912
1663430344,94349632
1663430345,95000696
1663430346,96859616
1663430347,97711504
1663430348,96967768
1663430349,97689632
1663430350,98673904
1663430350,99221128
