t,value
1663369082,4440000000
1663369083,4500000000
1663369084,4540000000
1663369085,4580000000
1663369086,5810000000
1663369087,8110000000
1663369088,10070000000
1663369089,11880000000
1663369090,13980000000
1663369091,15040000000
1663369092,15130000000
1663369093,16070000000
1663369094,17720000000
1663369095,18780000000
1663369096,19390000000
1663369097,19440000000
1663369098,19480000000
1663369099,19630000000
1663369100,20800000000
1663369101,22470000000
1663369102,23440000000
1663369103,24840000000
1663369104,25950000000
1663369105,26970000000
1663369106,28680000000
1663369107,29580000000
1663369108,30650000000
1663369109,31600000000
1663369110,32160000000
1663369111,32180000000
1663369112,32220000000
1663369113,33500000000
1663369114,34690000000
1663369115,35290000000
